"country","1960-01-03","1960-01-11","1960-01-02","1960-01-04","1960-01-05","1960-01-12","1960-01-16","1960-01-14","1960-01-15","1960-01-10","1960-01-13","1960-01-06","1960-01-08","1960-01-07","1960-01-01","1960-01-09"
"Chile",2900,160,6105,2644,8734,1454,7956,11564,503,7785,2146,722,145,540,2051,166
